StoreID,FranchiseOwner,Region,FiscalWeekKey,FiscalYear,FiscalQuarter,FiscalMonth,WeekOfYear,WeeklyAUV,SSS_Pct,SST_Pct,EBITDA_Pct,AvgTicket,OLO_Pct,ThreePD_Pct,Loyalty_Pct,WeeklyTransactions,AUVTrend_Pct,OpEx_Score,OSAT_Pct,Accuracy_Pct,FBC_Name,RegionalVP,SSS_Dollar,CompTicketCount_PY,CompTicketCount_Change
8001,Adelphi Holdings,Northeast,08-04-2024,2024,Q2,4,15,39448.5,3.1,1.8,17,16.63,32.2,13.4,24.9,2372,0.5,74,72.4,89.1,Rachel Kim,Patricia Holt,1222.9,2294,38
8001,Adelphi Holdings,Northeast,15-04-2024,2024,Q2,4,16,39493.8,2.1,1.4,17.9,17.11,32.4,14.6,22.5,2308,1.1,74,73.6,88.7,Rachel Kim,Patricia Holt,829.37,2235,30
8001,Adelphi Holdings,Northeast,22-04-2024,2024,Q2,4,17,38748.02,2,1,17.2,16.99,31.3,13.6,24,2281,-2.3,76,72.3,88.1,Rachel Kim,Patricia Holt,774.96,2110,24
8001,Adelphi Holdings,Northeast,29-04-2024,2024,Q2,4,18,38259.53,2.5,0.9,17.7,16.69,30.2,14.4,21.7,2292,-0.8,75,72.8,87.7,Rachel Kim,Patricia Holt,956.49,2285,21
8001,Adelphi Holdings,Northeast,06-05-2024,2024,Q2,5,19,39818.89,2.3,1.7,17.4,17.07,30,13.9,23.8,2333,3.7,76,73.9,89.2,Rachel Kim,Patricia Holt,915.83,2203,36
8001,Adelphi Holdings,Northeast,13-05-2024,2024,Q2,5,20,40504.08,2,1.6,18.1,17.3,29.2,13.9,24.5,2341,-0.1,73,74.2,88.2,Rachel Kim,Patricia Holt,810.08,2281,37
8001,Adelphi Holdings,Northeast,20-05-2024,2024,Q2,5,21,38853.58,1.8,1.4,17.9,17.26,31.8,14.9,24.8,2251,-1,73,74.2,87.4,Rachel Kim,Patricia Holt,699.36,2092,31
8001,Adelphi Holdings,Northeast,27-05-2024,2024,Q2,5,22,40819.47,2,1.8,17.8,17.02,29.1,13,24.6,2398,0.9,75,73.5,87.5,Rachel Kim,Patricia Holt,816.39,2212,46
8001,Adelphi Holdings,Northeast,03-06-2024,2024,Q2,6,23,40423,1.9,1.5,17.9,16.65,32.8,15,22.4,2428,-1.1,77,72.7,87.2,Rachel Kim,Patricia Holt,768.04,2284,37
8001,Adelphi Holdings,Northeast,10-06-2024,2024,Q2,6,24,42539.55,2.9,1.4,17.3,16.73,30.3,14.8,22.4,2543,-3.6,75,74.3,88.5,Rachel Kim,Patricia Holt,1233.65,2402,35
8001,Adelphi Holdings,Northeast,17-06-2024,2024,Q2,6,25,42727.56,3.1,1.4,16.8,17.2,31.2,13.9,24.6,2484,0.7,74,72.8,89.5,Rachel Kim,Patricia Holt,1324.55,2393,32
8001,Adelphi Holdings,Northeast,24-06-2024,2024,Q2,6,26,42664.53,1.8,1.8,17.5,17.09,32.9,13.3,24.2,2496,1.5,74,75.5,87.8,Rachel Kim,Patricia Holt,767.96,2489,47
8001,Adelphi Holdings,Northeast,01-07-2024,2024,Q3,7,27,43147.34,2.1,1.4,16.9,16.93,29.8,14.5,24.3,2549,-2.6,76,74.6,89.3,Rachel Kim,Patricia Holt,906.09,2536,38
8001,Adelphi Holdings,Northeast,08-07-2024,2024,Q3,7,28,41251.7,2.8,1.7,17.8,16.92,31.3,15,23.7,2438,-3.6,77,73.8,88.6,Rachel Kim,Patricia Holt,1155.05,2359,44
8001,Adelphi Holdings,Northeast,15-07-2024,2024,Q3,7,29,41053.16,2.9,1.3,17.8,17.21,29.5,14.5,24.7,2385,0.6,74,73.7,88.8,Rachel Kim,Patricia Holt,1190.54,2211,29
8001,Adelphi Holdings,Northeast,22-07-2024,2024,Q3,7,30,42093.41,2.6,1.5,18.2,16.71,30.1,15.1,23.7,2519,-0.2,75,72.6,88.2,Rachel Kim,Patricia Holt,1094.43,2326,36
8001,Adelphi Holdings,Northeast,29-07-2024,2024,Q3,7,31,42244.21,1.7,1.2,17.2,17.31,32.7,15.1,23.9,2440,-2.1,73,74,89,Rachel Kim,Patricia Holt,718.15,2320,27
8001,Adelphi Holdings,Northeast,05-08-2024,2024,Q3,8,32,41708.64,2.5,1.4,17.2,16.64,29.5,13.7,23.6,2507,-3.1,77,74.7,87.8,Rachel Kim,Patricia Holt,1042.72,2472,34
8001,Adelphi Holdings,Northeast,12-08-2024,2024,Q3,8,33,41983.16,2,1.3,16.8,17.35,30.5,14.7,21.7,2420,0.8,73,74.9,89.5,Rachel Kim,Patricia Holt,839.66,2280,31
8001,Adelphi Holdings,Northeast,19-08-2024,2024,Q3,8,34,43627.46,2.7,1.7,17.6,17.18,29.6,14.7,23.6,2539,2,76,75.3,89.3,Rachel Kim,Patricia Holt,1177.94,2364,45
8001,Adelphi Holdings,Northeast,26-08-2024,2024,Q3,8,35,42183.99,3,1.7,18.2,17.35,30.9,14.1,22.9,2431,-1.9,76,73.1,89.2,Rachel Kim,Patricia Holt,1265.52,2251,45
8001,Adelphi Holdings,Northeast,02-09-2024,2024,Q3,9,36,41203.91,3.2,1.8,16.8,16.98,29.5,12.9,23.3,2427,-2.3,74,75.4,87.2,Rachel Kim,Patricia Holt,1318.53,2382,41
8001,Adelphi Holdings,Northeast,09-09-2024,2024,Q3,9,37,41272.35,2.4,1.6,17.4,16.81,30,15.1,22.9,2455,-0.5,74,74.3,89.4,Rachel Kim,Patricia Holt,990.54,2259,41
8001,Adelphi Holdings,Northeast,16-09-2024,2024,Q3,9,38,39311.56,2.6,1.5,17.3,16.96,31.7,14.8,21.9,2318,-3.6,75,75,88.7,Rachel Kim,Patricia Holt,1022.1,2263,36
8001,Adelphi Holdings,Northeast,23-09-2024,2024,Q3,9,39,41136.78,2.4,1.9,16.8,17.32,30.6,14,23.4,2375,1.3,75,74.6,88.9,Rachel Kim,Patricia Holt,987.28,2331,41
8001,Adelphi Holdings,Northeast,30-09-2024,2024,Q3,9,40,40774.99,2,1.6,17.5,17.04,32.3,14.4,25,2393,-1.1,74,74.7,88.9,Rachel Kim,Patricia Holt,815.5,2270,35
8001,Adelphi Holdings,Northeast,07-10-2024,2024,Q4,10,41,41073.28,2.2,1.1,17.4,16.97,31.2,13.8,24,2420,0.9,76,72.2,88.6,Rachel Kim,Patricia Holt,903.61,2393,27
8001,Adelphi Holdings,Northeast,14-10-2024,2024,Q4,10,42,38801.57,3.2,1.5,16.9,16.94,32.7,14,25.1,2291,3.9,75,73.7,88.5,Rachel Kim,Patricia Holt,1241.65,2168,31
8001,Adelphi Holdings,Northeast,21-10-2024,2024,Q4,10,43,41330.29,2.8,1.5,17.2,16.94,32.5,14.8,21.8,2440,-2.9,75,73.7,88.4,Rachel Kim,Patricia Holt,1157.25,2305,35
8001,Adelphi Holdings,Northeast,28-10-2024,2024,Q4,10,44,38776.77,2.6,1.9,18.2,17.18,31.6,14.9,22,2257,-0.4,75,74.1,88.7,Rachel Kim,Patricia Holt,1008.2,2208,44
8001,Adelphi Holdings,Northeast,04-11-2024,2024,Q4,11,45,38572.87,3,1.7,17.5,17.31,31.3,14.1,24,2228,0.3,75,75.1,88.3,Rachel Kim,Patricia Holt,1157.19,2207,37
8001,Adelphi Holdings,Northeast,11-11-2024,2024,Q4,11,46,38654.69,3.1,2,16.7,16.76,31.1,13.9,23.5,2306,3.1,74,73.9,87.6,Rachel Kim,Patricia Holt,1198.3,2143,48
8001,Adelphi Holdings,Northeast,18-11-2024,2024,Q4,11,47,38889.64,1.8,0.9,16.7,16.77,31.5,13.4,22.7,2319,-0.6,74,74.3,87.6,Rachel Kim,Patricia Holt,700.01,2274,21
8001,Adelphi Holdings,Northeast,25-11-2024,2024,Q4,11,48,38311.5,2.2,2,17.2,16.78,29,13.3,21.8,2283,1.5,77,73.6,87.6,Rachel Kim,Patricia Holt,842.85,2241,45
8001,Adelphi Holdings,Northeast,02-12-2024,2024,Q4,12,49,36709.68,3.2,2,17.9,17.33,32,13.4,24.9,2118,1,73,75.4,88.9,Rachel Kim,Patricia Holt,1174.71,2037,41
8001,Adelphi Holdings,Northeast,09-12-2024,2024,Q4,12,50,37502.64,3,1.7,17.1,17.35,32.8,13.3,24.6,2162,-1.6,73,74.1,88,Rachel Kim,Patricia Holt,1125.08,1993,33
8001,Adelphi Holdings,Northeast,16-12-2024,2024,Q4,12,51,38482.2,3.1,1,16.8,17.35,32.8,14.1,22.7,2218,0.2,74,72.6,88.3,Rachel Kim,Patricia Holt,1192.95,2046,22
8001,Adelphi Holdings,Northeast,23-12-2024,2024,Q4,12,52,37150.32,2.6,1.5,17.7,16.74,29.3,13.2,23.3,2219,-1.2,74,73.4,88.9,Rachel Kim,Patricia Holt,965.91,2097,33
8001,Adelphi Holdings,Northeast,30-12-2024,2024,Q4,12,1,37999.14,1.9,1.4,17.1,16.97,31.7,14.7,22.3,2239,-2.1,76,73.2,88.7,Rachel Kim,Patricia Holt,721.98,2222,29
8001,Adelphi Holdings,Northeast,06-01-2025,2025,Q1,1,2,35345.07,1.7,2,17,17.26,30.6,14.9,23.6,2048,-0.7,75,73.6,88,Rachel Kim,Patricia Holt,600.87,1951,43
8001,Adelphi Holdings,Northeast,13-01-2025,2025,Q1,1,3,35778.91,1.9,1.2,16.8,16.67,31.2,14.2,24.5,2146,-3.2,73,74.3,87.5,Rachel Kim,Patricia Holt,679.8,2013,23
8001,Adelphi Holdings,Northeast,20-01-2025,2025,Q1,1,4,35137.96,2.1,2,17.2,16.71,29,12.8,22.1,2103,1.1,75,73.7,89.2,Rachel Kim,Patricia Holt,737.9,1983,39
8001,Adelphi Holdings,Northeast,27-01-2025,2025,Q1,1,5,37200.37,2.1,1.9,18.1,16.9,30.6,14.1,24,2201,0,74,73.5,88.7,Rachel Kim,Patricia Holt,781.21,2188,44
8001,Adelphi Holdings,Northeast,03-02-2025,2025,Q1,2,6,36802.43,2.9,1.4,18.1,17.33,31.8,12.9,23,2124,-3.6,76,73.6,89.1,Rachel Kim,Patricia Holt,1067.27,2061,31
8001,Adelphi Holdings,Northeast,10-02-2025,2025,Q1,2,7,35913.27,2.1,1.8,17.4,16.94,30.9,15,24.1,2120,2,74,75.1,88.7,Rachel Kim,Patricia Holt,754.18,2086,35
8001,Adelphi Holdings,Northeast,17-02-2025,2025,Q1,2,8,36039.63,2.1,1.1,16.7,17.34,30.9,14,24.5,2078,-2,73,75.3,87.5,Rachel Kim,Patricia Holt,756.83,2060,23
8001,Adelphi Holdings,Northeast,24-02-2025,2025,Q1,2,9,36267.73,2.8,1.5,17.8,16.62,32.8,12.8,22,2182,3.2,75,72.9,89.4,Rachel Kim,Patricia Holt,1015.5,2148,35
8001,Adelphi Holdings,Northeast,03-03-2025,2025,Q1,3,10,37503.69,3.1,1.3,18,16.67,32,13.5,23.9,2250,3.6,74,72.5,87.3,Rachel Kim,Patricia Holt,1162.61,2127,26
8001,Adelphi Holdings,Northeast,10-03-2025,2025,Q1,3,11,36970.59,2.9,1.1,16.8,17.3,29.4,14.5,23.6,2137,3.3,73,74.5,88.5,Rachel Kim,Patricia Holt,1072.15,2005,23
8001,Adelphi Holdings,Northeast,17-03-2025,2025,Q1,3,12,37271.03,2.3,1.8,17,16.99,30.2,15,22.9,2194,3.6,76,73.1,89.4,Rachel Kim,Patricia Holt,857.23,2162,42
8001,Adelphi Holdings,Northeast,24-03-2025,2025,Q1,3,13,38678.17,2,1.6,17.1,16.76,31.4,14,25.1,2308,2.7,73,74.3,87.2,Rachel Kim,Patricia Holt,773.56,2124,37
8001,Adelphi Holdings,Northeast,31-03-2025,2025,Q1,3,14,37119.81,2.9,1,17,16.85,29.8,13.9,23.8,2203,-0.8,75,74.1,89.6,Rachel Kim,Patricia Holt,1076.47,2100,20
8001,Adelphi Holdings,Northeast,07-04-2025,2025,Q2,4,15,38867.2,2.6,1.1,17.9,16.95,31.7,14.7,24.1,2293,2.7,73,73.3,87.3,Rachel Kim,Patricia Holt,1010.55,2131,24
8001,Adelphi Holdings,Northeast,14-04-2025,2025,Q2,4,16,40160.58,2.4,1.2,17.8,16.97,31,13.6,24,2367,0.9,76,72.4,87.7,Rachel Kim,Patricia Holt,963.85,2356,27
8001,Adelphi Holdings,Northeast,21-04-2025,2025,Q2,4,17,39185.26,2.9,2,17,17.02,32.8,13.7,22.7,2302,-1.9,74,72.5,87.4,Rachel Kim,Patricia Holt,1136.37,2213,47
8001,Adelphi Holdings,Northeast,28-04-2025,2025,Q2,4,18,38106.93,2,1.9,16.9,16.75,32.1,14.2,22.1,2275,-3.7,76,72.5,87.6,Rachel Kim,Patricia Holt,762.14,2159,47
8001,Adelphi Holdings,Northeast,05-05-2025,2025,Q2,5,19,40790.17,3,1.1,18,16.87,31.2,13.7,21.8,2418,3.9,74,72.3,89.1,Rachel Kim,Patricia Holt,1223.71,2410,25
8001,Adelphi Holdings,Northeast,12-05-2025,2025,Q2,5,20,40971.09,3.1,1.6,16.9,17.21,29.2,14,21.8,2381,3.1,75,73.4,88.1,Rachel Kim,Patricia Holt,1270.1,2285,36
8001,Adelphi Holdings,Northeast,19-05-2025,2025,Q2,5,21,41510.54,2.3,1.5,17.3,17.15,31.3,13.6,23.3,2420,0.4,75,72.4,88.6,Rachel Kim,Patricia Holt,954.74,2281,32
8001,Adelphi Holdings,Northeast,26-05-2025,2025,Q2,5,22,40114.7,3,1.6,17.8,16.76,30.5,12.8,24.6,2393,1.6,75,72.7,89.6,Rachel Kim,Patricia Holt,1203.44,2318,38
8001,Adelphi Holdings,Northeast,02-06-2025,2025,Q2,6,23,41112.02,2.9,1.3,17.8,17.04,32.3,13.7,21.9,2413,-1.4,75,73.4,87.3,Rachel Kim,Patricia Holt,1192.25,2229,29
8001,Adelphi Holdings,Northeast,09-06-2025,2025,Q2,6,24,43458.23,3.2,1.1,17.2,16.72,32.5,14.6,24.9,2599,0.8,74,75.1,89.1,Rachel Kim,Patricia Holt,1390.66,2579,27
8001,Adelphi Holdings,Northeast,16-06-2025,2025,Q2,6,25,43562.98,2.3,1,16.9,16.99,32.6,14.7,25.1,2564,3.1,74,73.7,89.6,Rachel Kim,Patricia Holt,1001.95,2388,25
8001,Adelphi Holdings,Northeast,23-06-2025,2025,Q2,6,26,42240.65,2.1,1,17.2,16.68,32.8,15,22.8,2532,2.3,75,74.8,89.5,Rachel Kim,Patricia Holt,887.05,2529,24
8001,Adelphi Holdings,Northeast,30-06-2025,2025,Q2,6,27,43161.42,2.6,1.9,17.1,17.36,29.5,14.9,23.8,2486,-2.7,76,72.2,89.2,Rachel Kim,Patricia Holt,1122.2,2420,49
8001,Adelphi Holdings,Northeast,07-07-2025,2025,Q3,7,28,43834.71,3,1,16.9,17.16,29.9,14.5,21.7,2554,0,77,74,87.4,Rachel Kim,Patricia Holt,1315.04,2398,26
8001,Adelphi Holdings,Northeast,14-07-2025,2025,Q3,7,29,42299.74,2,1.3,18.2,17.26,32.3,13.3,23.9,2451,2.7,76,73.1,87.3,Rachel Kim,Patricia Holt,845.99,2327,32
8001,Adelphi Holdings,Northeast,21-07-2025,2025,Q3,7,30,42771.69,3,1.7,17.4,16.91,31.7,12.7,22,2529,0.7,75,73.2,89.3,Rachel Kim,Patricia Holt,1283.15,2454,43
8001,Adelphi Holdings,Northeast,28-07-2025,2025,Q3,7,31,42359.63,1.8,1.3,17.7,17.39,29.1,13,22.1,2436,2.2,74,74.1,87.7,Rachel Kim,Patricia Holt,762.47,2258,33
8001,Adelphi Holdings,Northeast,04-08-2025,2025,Q3,8,32,43259.02,2.6,2,17.4,17.36,31.1,14.1,23.9,2492,3,74,75.4,88.8,Rachel Kim,Patricia Holt,1124.73,2356,46
8001,Adelphi Holdings,Northeast,11-08-2025,2025,Q3,8,33,42973.12,2.6,0.9,17.9,16.64,31.3,13.8,24.6,2583,1.7,73,73.3,88.2,Rachel Kim,Patricia Holt,1117.3,2384,23
8001,Adelphi Holdings,Northeast,18-08-2025,2025,Q3,8,34,42624.91,2.5,0.9,17.3,17.33,31.9,14.7,22.1,2460,2.4,74,72.6,87.5,Rachel Kim,Patricia Holt,1065.62,2396,19
8001,Adelphi Holdings,Northeast,25-08-2025,2025,Q3,8,35,43565.83,2.7,1.5,18.2,17.31,29.3,14.7,24.7,2517,2.4,76,74.5,89,Rachel Kim,Patricia Holt,1176.28,2418,35
8001,Adelphi Holdings,Northeast,01-09-2025,2025,Q3,9,36,39976.36,3,1.3,17.5,17.38,30.3,12.9,22.9,2300,2.3,73,73.2,88.4,Rachel Kim,Patricia Holt,1199.29,2234,27
8001,Adelphi Holdings,Northeast,08-09-2025,2025,Q3,9,37,40935.87,1.8,1.6,17.1,17.21,32.9,14.9,22.8,2379,-2.6,74,75.5,88.3,Rachel Kim,Patricia Holt,736.85,2320,37
8001,Adelphi Holdings,Northeast,15-09-2025,2025,Q3,9,38,41184.89,2,1.4,17.2,17.08,30.2,13.7,23.2,2411,-0.5,76,74.5,89.1,Rachel Kim,Patricia Holt,823.7,2398,31
8001,Adelphi Holdings,Northeast,22-09-2025,2025,Q3,9,39,41425.09,2.6,1.7,17.5,17.16,29.4,13.8,22.6,2414,-0.7,75,72.6,87.6,Rachel Kim,Patricia Holt,1077.05,2286,37
8001,Adelphi Holdings,Northeast,29-09-2025,2025,Q3,9,40,39939.54,2.6,1.9,16.8,17.03,29.6,13,24.7,2345,-0.6,74,74.6,87.5,Rachel Kim,Patricia Holt,1038.43,2330,47
8001,Adelphi Holdings,Northeast,06-10-2025,2025,Q4,10,41,39648.5,2.6,1.5,17.7,16.69,32,13.7,25,2376,-3.8,76,72.7,88.2,Rachel Kim,Patricia Holt,1030.86,2234,36
8001,Adelphi Holdings,Northeast,13-10-2025,2025,Q4,10,42,39617.09,1.9,1.5,17.7,17.13,30,14.1,22,2313,3.5,75,72.5,89,Rachel Kim,Patricia Holt,752.72,2279,35
8001,Adelphi Holdings,Northeast,20-10-2025,2025,Q4,10,43,41025.4,3.1,1.1,17.6,16.96,29.7,12.7,23.9,2419,3.3,74,74.8,89.5,Rachel Kim,Patricia Holt,1271.79,2327,25
8001,Adelphi Holdings,Northeast,27-10-2025,2025,Q4,10,44,41952.59,3.1,1.6,17.4,16.85,29,13.4,24.4,2490,-0.5,74,73,87.8,Rachel Kim,Patricia Holt,1300.53,2309,43
8001,Adelphi Holdings,Northeast,03-11-2025,2025,Q4,11,45,39157.89,2.3,1.3,17.4,17.12,31.2,12.8,24,2287,-2,74,73.8,87.3,Rachel Kim,Patricia Holt,900.63,2268,30
8001,Adelphi Holdings,Northeast,10-11-2025,2025,Q4,11,46,40534.36,2,2.1,16.8,17.2,30.1,13.8,23.8,2357,-2.9,77,73.5,88.2,Rachel Kim,Patricia Holt,810.69,2232,48
8001,Adelphi Holdings,Northeast,17-11-2025,2025,Q4,11,47,40148.51,2.7,1,17.5,16.64,30.5,13.4,21.7,2413,3.2,73,72.3,88,Rachel Kim,Patricia Holt,1084.01,2360,26
8001,Adelphi Holdings,Northeast,24-11-2025,2025,Q4,11,48,39134.98,3.1,1.5,17.6,16.59,30.1,14.1,22.2,2359,-0.8,74,72.3,88.7,Rachel Kim,Patricia Holt,1213.18,2337,37
8001,Adelphi Holdings,Northeast,01-12-2025,2025,Q4,12,49,39195.81,2.1,1.9,17.5,16.99,29.4,14.9,25,2307,-0.3,76,73.5,88.2,Rachel Kim,Patricia Holt,823.11,2240,40
8001,Adelphi Holdings,Northeast,08-12-2025,2025,Q4,12,50,38546.63,2.8,1.9,18,16.79,30.9,13.3,22.7,2296,2.7,75,74.8,88.3,Rachel Kim,Patricia Holt,1079.31,2142,47
8001,Adelphi Holdings,Northeast,15-12-2025,2025,Q4,12,51,39402.08,2,2,17.7,17.01,30.6,14.4,22.7,2316,0.8,74,73.8,89,Rachel Kim,Patricia Holt,788.04,2243,41
8001,Adelphi Holdings,Northeast,22-12-2025,2025,Q4,12,52,38746.47,2.6,1.6,16.9,17.3,32.7,13.1,22.7,2240,-2.8,76,74.6,88.4,Rachel Kim,Patricia Holt,1007.41,2078,37
8001,Adelphi Holdings,Northeast,29-12-2025,2025,Q4,12,1,37832.49,2.7,1.6,17.2,17.18,32.1,12.9,22,2202,-1.2,74,73,88.6,Rachel Kim,Patricia Holt,1021.48,2026,32
8001,Adelphi Holdings,Northeast,05-01-2026,2026,Q1,1,2,37605.37,1.7,1.2,17,17.28,31.1,15,23.1,2176,-0.8,74,72.2,87.6,Rachel Kim,Patricia Holt,639.29,2097,27
8001,Adelphi Holdings,Northeast,12-01-2026,2026,Q1,1,3,36608.15,1.9,1.5,17.5,16.6,28.9,15.1,23.5,2205,-2.8,74,74.6,87.2,Rachel Kim,Patricia Holt,695.55,2143,31
8001,Adelphi Holdings,Northeast,19-01-2026,2026,Q1,1,4,35980.42,2.9,1.8,17.6,16.93,32.5,13.4,24.6,2125,-1.1,74,73.3,88.9,Rachel Kim,Patricia Holt,1043.43,2076,36
8001,Adelphi Holdings,Northeast,26-01-2026,2026,Q1,1,5,36512.5,3.1,1.8,17.5,17.04,32.9,13.7,23.2,2143,-2.3,76,72.2,88.6,Rachel Kim,Patricia Holt,1131.89,2027,40
8001,Adelphi Holdings,Northeast,02-02-2026,2026,Q1,2,6,37279.7,3,1.4,17.3,16.88,29.3,14.8,23.9,2209,1.6,76,75.5,87.5,Rachel Kim,Patricia Holt,1118.39,2147,33
8001,Adelphi Holdings,Northeast,09-02-2026,2026,Q1,2,7,36537.06,2.3,1,18,17.18,30.2,13.3,23.2,2127,0.9,76,74.9,88.5,Rachel Kim,Patricia Holt,840.35,2068,21
8001,Adelphi Holdings,Northeast,16-02-2026,2026,Q1,2,8,37882.5,2.4,1.2,16.8,16.93,31.3,14.3,24.1,2238,3,75,72.7,88.7,Rachel Kim,Patricia Holt,909.18,2075,26
8001,Adelphi Holdings,Northeast,23-02-2026,2026,Q1,2,9,36226.59,2.5,1,16.7,16.81,31.2,14.7,25.1,2155,-0.3,76,74.7,87.3,Rachel Kim,Patricia Holt,905.66,2028,20
8001,Adelphi Holdings,Northeast,02-03-2026,2026,Q1,3,10,38429.31,2.8,1.1,17.6,17.32,29.6,14.4,24.4,2219,3.6,75,73,88.5,Rachel Kim,Patricia Holt,1076.02,2214,23
8001,Adelphi Holdings,Northeast,09-03-2026,2026,Q1,3,11,38811.46,3.1,1,17.6,17.08,30.9,13.1,23.7,2272,1.4,75,73,88.5,Rachel Kim,Patricia Holt,1203.16,2252,23
8001,Adelphi Holdings,Northeast,16-03-2026,2026,Q1,3,12,38564.51,2.3,1.5,17.7,17.32,29.1,13.5,24.9,2227,0.3,75,73.5,87.4,Rachel Kim,Patricia Holt,886.98,2190,33
8001,Adelphi Holdings,Northeast,23-03-2026,2026,Q1,3,13,37764.5,3,1.6,17,16.67,30.9,13.8,22.7,2265,-3.6,75,72.3,89.4,Rachel Kim,Patricia Holt,1132.94,2188,36
8001,Adelphi Holdings,Northeast,30-03-2026,2026,Q1,3,14,38430.86,2.9,1.5,17.4,16.62,29.4,14.9,23.6,2312,-0.4,74,72.5,88.2,Rachel Kim,Patricia Holt,1114.49,2163,36
8001,Adelphi Holdings,Northeast,06-04-2026,2026,Q2,4,15,38783.61,2.5,1.6,17.2,16.86,29.1,14.3,22.4,2300,1.1,75,75.4,89.5,Rachel Kim,Patricia Holt,969.59,2167,33
8001,Adelphi Holdings,Northeast,13-04-2026,2026,Q2,4,16,40953.42,1.8,1.7,17.9,17.28,30.9,13.1,24,2370,0.7,75,75.4,88.2,Rachel Kim,Patricia Holt,737.16,2302,37
8001,Adelphi Holdings,Northeast,20-04-2026,2026,Q2,4,17,40307.16,2.5,1.5,17.1,17.2,29.4,14.6,22.4,2343,-1.8,76,74.3,87.3,Rachel Kim,Patricia Holt,1007.68,2331,38
8001,Adelphi Holdings,Northeast,27-04-2026,2026,Q2,4,18,38961.18,2.9,1.2,17.5,17.17,30.9,14.5,24.6,2269,0.7,76,73.1,89.4,Rachel Kim,Patricia Holt,1129.87,2253,26
8001,Adelphi Holdings,Northeast,04-05-2026,2026,Q2,5,19,42043.57,1.9,1.2,16.7,16.88,29.2,12.8,23.8,2491,-2.6,75,75.2,89.3,Rachel Kim,Patricia Holt,798.83,2294,32
